Letters,Target
,0
"* 2074841337 Printed By: lly Rubin MAY CONTAIN CONFIDENTIAL WORK PRODUCT, JOINT DEFENSE, OR PRIVILEGED ATTORNEY-CLIENT COMMUNICATIONS IN CONNECTION WITH ONGOING AND THREATENED LITIGATION P S095 Rene ease 081 PM To: David Florendo/PhiipMoris/Bravo@ Bravo, Jean Mahon/PhiipMoris/Bravo@Bravo, Jennifer RiaPhilipMorris/Bravo@Bravo ‘Subject: draft discovery letter to plaints in Thomas. ‘Attached is Craig Procters draft letter. He wants to send this out by the end of the day tomorrow. Please let me know if you have any comments, 0254610.0",2
"Tue Councu. For Tosacco Researcu-U.S.A., Ixc. 900 THIRD AVENUE NEW YORK, N.¥, 10022 May 1, 1987 Mr. Peter J. Marzullo Director - Accounting Lorillard, Inc. 666 Fifth Avenue New York, Ny 10103 Dear Mr, Marzullo: ‘This will acknowledge with thanks receipt of check to The Council in the amount of $83,236.00, representing the final installment of 1986 dues from Lorillard, Inc. Cordially, RY Suche, R. F. Gertenbach SS09T098",0
03751051,0
"Ske marian Kbaveo Company 245 Penk Moone Bw Yor WY. 10017 pecenber 13, 1974 me. John s. Semple Apt. D-290 e001 140th N.E. Redmond, Washington 98052 pear Mr. Semple: hank you for your recent letter. he tar and nicotine readings shown OF, O0r carlton package The fared on our own analyses during, the most recent test period prior to the manufacture ‘of the cigarettes in the Potkage. currently the package reine * 2. averaged no poe *ghan tar 5 mg .-- per cigarette, nicotine 0.5 md -.~ Ber cigarette”. The phrase “no Tore than” indicates that per Cifgal readings could be less thay ‘those shown on the pack. The advertisement that you enclosed shows U.S. packrnmant figures for carlton Filter. ie be 4 mg tar and Syeng nicotine. Thus, while we C30 adjust our advertising frequently to reflect the latest Government figures, we frequen age our package as readily and ‘the “no more than"" Serves a distinct purpose. your interest in writing to us is appreciated. sincerely, Henry W. Bahrenburg product Manager",0
apixouow voqieg suie1u0g axows anaselrg “QNINUVN S.1V83N39 NO3DUNS 2045080146 oN,4
"= Newsreel mm PRINTERS’ INK APRIL 30, 1954 Tebacco probers named ‘Tobacco Industry Research Committee this week named tts Scientife Advisory Board to probe all phases of tobacco use and health. After months of deliberation, TIRC thas appointed the following: Tor, Me- Keen Cattell, Comell Medical College; Dr. Leon Jacobson, director, Argonne Cancer Research Hospital, Dr. Paul Kotin, UCLA Medical ‘School; Dr. . 7 De. Kenneth M, Lynch, Medical Col loge of South Carolina; Dr. Staley P. Reimann, Institute for Cancer Reseechy ae Be Wit ""ete lng. surgeoo, Johns “Hopkins” Sel of Medicine. DE Lite acting Bred Chairman, the post which TIRC kas hed some diffealty in éling up to now, COR TI 12466",9
"ful Bila | ee ae ue ce Ma ara Hl He i aaa “i Hie it it i HW i Hid ay URGE ay i! i ape Be He a iy HH ie a a u i Ha ie a i At tT ER 4 ii Ai eT it | fy Fela | > a Bi i Hut Aen ins HEF el i Si ca hat eH ul ia i je ae i Hil call ei a"" Le A etl - : i Hg} ee eau at He ru ‘| tL th i ae si He Hi at Be etna |e id Bae Bees 6s ere a = Wea ie GE n 85651275",9
"Orginal Messoge— From: ‘iso, Roy K Sent Fraay, December 17, 1990°3:05 Pat ior Beran Dave Stbjoct: FW"" Gamopian 2000 artic for Inthe Loop Modified this In the Loop article as asked. | would prefer that we re-consider doing this. V8022281-202",2
"HKE1509063 el. 92, 2, 1900 LOCHEMICAL AND BOPHYSICAL RESEARCH COMMUNICATIONS. wary 29 980 ges 675-681 Acruwsinor provenn APLIFIES AcTOMOSIN ‘CORTMTION, MD GELSOLIN CONFERS CALCTON (CoM W THE BIRECTION OF CONTRACTOR folie 2. stenaant? and Tomas P- Stossel Manatology-tecology Unit, Massachusetts Cenarsl Hoypitel, ‘Departnent of Medicire, tarverd hadlea) schoo! Received Decenber 11, 1979 iowmr, cross-linking of muscle actin filaments by lov concentrations of fSctir-Binding protein reduces the conceneration of miecle nyosin required for fentraction of actin, celoolin, « ancropnagy protein that divices actin {11° {eeats in the prevance of caletun, inhibits the saglitying effect of tctine Binding protetn on contsaction of actenyosin. tn'a calclae gradient, the ncto~ ‘yosin gel moves fron high to low calcien covcentrations, indicating’ the eis chim-controlies lattice foraation can iapart directionality to thw sovesnt of {sr Teotropie ect in nate ‘Pe cortical cYtoplam of many nonmscle cells contains actin filanente (G-octis) ant syosi molecules (21, and Uke 800 that the solecalar mechantans of movesant tn the nonmuscle cell cortex and in the muscle earcomere are simi= Jar As attractive, tn striated msele, shear produced by reciprocal sliding of actin and myosin filaments in the presence of ATP generates forse (2), and Um cizection of the force generated 4a in the plane of the paratiel ortenta- on of thene tHtonints in the sarcenere. In contrast to striated muscle, how ‘vers actin fllanants of the nonmiacle cAll corter often exist in a heer é1= ‘mensional Leotrepic meshork (0). Wyorin, randonly aistributed ehrooshoxt ‘ich an actin meanwork in vito, can generate a contraction (euperprecipite: hon) but without any ‘he newt in the presence of Wychy and ATP ‘rlentation except tovard the center of the network, ow can och an arrange ent provide for directions} sovenent? Asupyorted by grants from the WI (12 19129), The Councs} for Tobacco Reveareh ‘UaN The Edwin S. Nebater Foundation, and Rivin W- Hien ouppoctad by a travelling fellowship of the Svedieh Hedlen! Research Couett ant'the Owedieh Socioty of Nedical Selancte (006-2912/80/ 00675-0780 .0070 Capri ©1980 by Aceome Pre. 65 anrapitererdeeon ney fom rere",6
"poosie ‘opyeuunden s sueUNTOH pu sng a. | | Rady yo saxea om ‘spoonsog — 04 aN sag GALVIDOSSY BIL turf poof saBaig spj4on ayput pynon uorpurquiod Tes 1 i 2082845737 rote Mss 3 pre sia py nO “SEED GE “Sousung mun ye Sapam er dad nh es Saigon do See na 92 some so Buy son ayo 9 A SEY, of ess — wort OOF yo moored voy ""ped otf way 81894 52 ‘pon wa sroqous 5A) sDA0NES OF WAR pan rmdaiog amaze Aq WEALITIS WHE 9028 ‘regs smu, tO S9UOD AOU 9m, ETT PREC paysnusva good 0990q0} wosf uoyjut ETT JOAOTIU 0} | spoopsog ymofi Suowp Suryous asp.inoosip 0} [00S Ut , ‘yorosge én ye aBer -paid syne seaoul sin oxsauodsats) TURP 080 anne TITAN A mn",9
"From: Spainhour, Sheryl F. To: Spainhour, Sheryl F. cc: BCC: Primary Date: 2/9/1996 AM Last Modified Date: 2001-Nov-20 10:58:30 Last Touched Date: Sent Date: 1996-Feb-09 06:13:00 Received Date: 1996-Feb-09 06:13:00 Subject: Weekly Attachments: David - am copying this to both Glenda and Sheryl. My possibly inaccurate memory is that Sheryl will be the lead dog on this, but Tm not sure that is correct, Here are some items forthe weekly. Note I am out of the office tomorrow, Friday, and have asked others in Public Affairs to forward anything they may have t0 you © Public Affairs is working with the Environmental Department on a project to test indoor air quality through CIAR (Center for Indoor Air Quality). The goal is to show that the current ASHRAE standards, when followed, are sufficient to insure adequate indoor air quality. Target environments are the restaurant and gaming industries. ‘The Las Vegas Restaurant Association has helped us identify and secure a test location. Mirage properties have recommended we use one of their locations, Treasure Island, forthe casino test. Everything appears to be moving ahead, and testing should take place in mid-March, The Mirage properties are among the largest, most visible, and professionally run operations in the industry, so we are quite pleased they are willing to work with us, © A meeting is scheduled to take place February 20 with Public Affairs and Frank Fanrenkopf. Fahrenkopf is the director of the American Gaming Association, and is a former national chairman of the Republican Party. ‘The purpose of the meeting is to solicity Fahrenkop{'s advice on how to put together a seminar and training program on Indoor Air Quality for casino ‘operators. We will ask him if his organization would be willing to provide any assistance, including potentially participating in the seminar. RJRO000000507161192 70020 2022 e808 vesZs",2
"Tracking: Origin! Message-— From: anwar, Foye Sont. ‘Thureday. March 15, 2001 12:08 PM Tor Flanson tary Be Férow, Kinberie : Agee, Cate; Crail, Joan B.; Darden, Benn C: Abshaw, Biv: lowes’ Katnerner Comovale, Mary, Bango, Stophani, Desc Paula Fer, Denae, Gran, tip Sarr aor render: Msp, Phi ia hos Rede Eitesrooo, ee oe spie, Monique; Whatford, Mar Roba yan Tomes: ite ‘Grammer, adh: Gipcr, caura Li ge. | Sabject: Maoiaingury~ Tad Business News Importance: High Deauiline: Friday, March 16 (before 4 PM) Date Received: Thursday, March 15, 2001 ‘Time Received: 11:45 a.m, Reporter: Craig Miller Media Outlet: Triad Business News Location: Greensboro, NC ‘Telephone: 336-476-9021 Fax: 336-476-9533 E-mail: camniller@northside net ‘Subject: Tobaceo Companies’ efforts to develop a product with reduced health risks Purpose: Reporter is wing an artis on what tobacco companies are doing (or have done) to develop cigarettes that have less health risks. His question to PM is: ""What is Philip Morris doing, itanything, to develop a cigarette that has reduced health risks?"" The reporter is particularly {terested in knowing If PM is developingiworking on a ""smokeless"" cigarette. Foyce Harvard, Community Reations Philp Moris US.A., Concord, NC Phone: 704-788-5133 Foxe 704-788-5139 mall: oye mharward@pmusa.com Le H; Hopkins, Thealisa R. Recipient Read Hurt, Even Reed: 2/2/2001 2.51 PM Borind, Mark Read: 37212001 3:37 PM a8L9EL2Z7802",2
"COURTZA JOURNAL 1/7/65 page 14 and WRMBLS totaling more Brown & an  audy into, Corson west «angi ‘tay by the Counel for Tobacco Reseath—US nmounred In June at ‘The annoustcement yesterday 5 8S"" was"" by timothy Vs Hartnett, > PR couinell president, Hartnett nicotine, a COR TE 12955",9
"che . fob! 4 “ga bed atu INCORPORATED LAW SEPARTMENT (904) 2742622 PATENT SECTION P.0. BOX 26583, RICHMOND, VIRGINIA 23261 TeLbe e2ra39 August 31, 1982 Mr. Colin 0. Macauley Callinan and Associates P.O, Box No. 238 East Melbourne 3002 Australia RE: Application 55061/80 PM 828 Australia Beta-hydroxyalkyl Heterocyclic Flavorants Dear Mr, Macauley: Please respond as you indicated in this application. The enclosed issued U.S. Patent 4,259,969 lists art cited in its prosecution, and it will be seen that no significant amendment of claims was required. Two claims were separated on a requirement for restriction and are transferred to a pending divisional application. Very truly yours, DE ha Aas le cy 6. Esler Inskeep bjm cc: T. Osdene E, Sanders B882ES9202",0
| VIRUINIE Hazlo a tu manera. Hecho sdlo parati. ADVEATENCIA DEL CIRUJANO GENERAL: Dejar de Fumar Ahora Reduce Enormemente los Graves Riesgos Para Su Salud SOPPEGLEOS Manthl: ag “tae” 11g sicotine—Lights Ment 8 mg. OT mq cote ay carcigaatbYFAE mated,4
"_—-Orhjna Message From! Kinser, Robin O- 2505955023 Sent 18 janvier 2001 75:42 Tor. Wok, Roger A Gear, James C:; Haussmann Hans J: Nelson, Bete L: Taker, ‘nino; von Ha, las; Richa Garchman (mai; Don Leyden (ema), Gon, Wily i Ce: Vio}, Brigitte; Oey, Jan; Rosthig, Hans-Jueigen; Kinser, Robin O, Subject: TES abstract for review Dear Colleague: Thave prepared an abstract for a poster describing our study design for the Total Exposure Study. The goal is to present this work ot the 9th International Congress of Toxicology in Brisbane, Australia in July of this year, This draft is brief, but the instructions to authors require that the abstracts be in Times New Roman 8 ‘and no more than 77mm wide by 102m long. Please review the draft and provide me your comments by the end of business on | ‘22-Tanuory-O1. The submission deadline is February 5. Thanks in advance far your Feedback, I'm suggesting Roger as the presenter. Tf you want more information on the meeting, check out http://www.ug.eduau/ICT9/. T look forward to your comments. «File: aus expdes draft ver2.doc >» ~Robin Bettie-Please see me about Chris Jennings. Thanks! Robin Kinser 804-274-5905 ‘read asp?command=open&obj~00000000D 7BFCBSDF043D2119DD70080SFSB9540 19-Jan-2001",2
"MAMS MAIL [ October 7, 1994 To: 8. G. Hanes From: Diane M. Lewis SUBJECT: SEPTEMBER STATUS REPORT Dear Glenn: ‘The Southern California Region's activities during September centered around Full Price share protection, 299 account penetration and Savings. Full Price Share Protection All divisions continued working the market average approach to full price share protection with minor adjustments; $3.00 on base Winston and Camel, $4.00 on Select only and the elimination of Salem. In addition, we ran Camel carton promotions in Food-4-Less and Smith's, and Winston carton promotions in Hughes, Stater Bros., Price/Costco and Vons. The results have been extremely Positive. Winston and Camel shipments for August and September increased over the June and July period. Effective 9/26 all retail and chain divisions were given a weekly budget for the balance of 1994, and per Y.W. Ford's letter, we are switching from the market ‘approach to a true 35¢ gap approach. During work-withs this week and last ‘week | stressed with division managers that this program must be more flighted ow and in 1995 to gain impact and stay within budgets. To date competition has not reacted to our full price protection. PM continues to utilize flex funds in selacted accounts to promote Marlboro at 20-25¢ off and B&W is still working 40¢ off on Kool. g 3",0
"g 2 Bs i A eed - n * a rin, 394 : an Jpn qpensounp op poe woos opmThd pound ae on] st olwado ol Japa0 Uy svOpeE 1| savant snp Sopch ys pow suraat a8 Pace Hoge ojo saued joumpmpele por opsndand “pdio eon poe sages UL PeUnes MES 6g pana (Sera «Messe pue oals Jepun Ses seee| “Sit Zapon ope am ‘\Serereee ABIQOWOp UPTUPUIOY op3e1] Eases | i i i gd e. @ ult : i 3 g : g e % £ i i i i 5 ie i Hag PERE Y i iit z fi a | E i 8 i 2 @ # a8 z ill | il HT a i i e ‘E FH He e & a i 1 get 3 § § F £ z A t 2 $ 15) stgecem m imey | | amt toree emer sne ay way meas at Rapport Smat yous | eduwoesndaacqesaen ron Riso gg Aq eo pega poet A renee A} -sayoad ojqesonoy we oy sy wOYA oy a1D08 BEyPNYOUT a eos oom og Jo sorusdi aap Soppesacane tng esoiiey ay yrara 7 detox fe pauoat ce ‘eur smeuuet ymooéedynsaajeuisenmdsoe| Sujasiap jo sueem © se actse oany Yuprnan rare axp uneys 22 WOM PoUTEaD Ie eG eC Se UMA TAMIA Shigmeadamaawmen Sati "" 2 ead ¢ Soany opamp ete ae Fron Trga Conodnay sop osye epasodins se sang or 408 | yeHot poasnysouo yooed open Sie osc Dunetsd 00, “granny Garena ect ""Faw amp ung usd a pata 2eneSeq YOR 3th pus sad aqy za) Sod gz 0 ony odo] DUR IE speach pa “Apes aig malpawetnten, coepuarien ma wes AYIMNDO [RB]. “seeded cs ; i 1 | fe i 3 it “pewapeni ai ey | 5 i : E a f é :",9
° a © 6 % og > 2061142704,4
"|. By MURRAY SCRUMACH Rothman’s Icanada, Ltd, second are est cigarette” any in te cd Jesterday ends [Canadian-managed, sells 12 Vion cigarettes a year, ve lot them ia the Ur ‘The agreement was the seconal in two days with the founds} tion. On Wednesday the foun Himperial Tobacco Company of Canada, Li. ""that country's largest cigareite compar Jannual sales of more bition cigarettes. ‘That first contract was over, shadowed by the announcement} ‘University, at Stickman thet Colum the: request of was surrendering its rights to ie fonndston, ihe “universiyy said. ie had inade a welbitenionad mis tace in entering a highly eo troversial und competitive mercial field"" ion in Royalties Expected Columbia's financial stake in the filter, which “could have mounted to. BL per cent, was [donated to it last summer by i Stream.“ found [was set up on Wednesday by| the: New Jerse ts charitable ‘insitution france: medical education. anc petitive com chemist as a| From each of the Canadian| Jcompanies, the foundation has received $200,000. in advance| Jroyatties. According to Robert JA. Katz, the. unsalaried  prest| dent of ‘the foundation, these| two contracts cauld eventually} bringin about. §5. million Me, Katz, a lawyer sho. t secreiary of ‘Seagram's Dist ries, said that Rothman’s Pall tall of Canada Led been test ling the. Strickman ‘filter’ sinc| iat Tennyson, vice pres-] ident of Rothman’s, said of the| device: sncext of eeptablo vor we” fel tha [should tre Ir New York Times March 1, 1966 "". Page 34 co Claims Are Disputed“ ‘The claim that the filter remove a significant amount of tar and nicotine without hur ling cigarette flavor thas been|, 'a subject of controversy = Among the most outspoken eritics of the filter has’ been F that its claims” have| atly exaggerated. | - ‘many governmental health reports by], ‘called cigarette health hazards]",9
,4
"Janes C.Bownre PHILIP MORRIS January 21, 1974 Dear Tom: This correspondence from Dr. Homburger is self-explanatory. I would imagine that other CTR supporters have received the same mailing. We are referring this to Alex Holtzman for response. If you have any suggestions, Iam sure Alex would welcome them, Cordially, p ey fo %. Bowing Mr. W. T. Hoyt, Executive Vice President ‘The Council for Tobacco Research-U.S.A. 110 Fast 59th Street New York, New York 10022 CTR CONTRACTS OO5502",0
"1 ‘The hazards of past exposure to asbestos dust endanger millions of Americans. Here's what you can do. Millions of workers have been exposed to asbestos dust in the past 35-40 years. Yet, the dangers of asbestos dust exposure are not well understood by the American public, particularly those most likely to have been exposed in the workplace many years ago. Forty-one percent of adults aged 50 and over, according to a recent Gallup survey, do not know how long it takes for asbestos-related diseases to develop. his is the age group most likely to be now facing the effects of ex- » Bpwtcee, Shae occtrred 20,"" 20, or more years ago in occupatione such Bet shipbuilding, asbestos mining, manufacturing, and insulation Divkdek ih the construction and building trades. Hadgst occupational exposure to asbestos can increase the risk of & loping several 4! 2 ‘a disabling lung disorder fat can cause breathing difficulty), lung cancer mesothelioma, a x of the membranes lining the chest or abdominal cavity; and 1, lege commonly, cancers of the esophagus, stomach, colon, and rectum. @Blentitic studies of workers exposed in the past have shown that ippessice ond. chgarecta enotino’topether”incrense tung cancer ick fold over the already high risk due to moking alone, and some nev information suggests that quitting can reduce the increased cancer riek. prt Im August, the Department of Health, Education, and Welfare launched fwajor public awareness program on asbestos exposure, using television, Wedio and magazine ads and other means to urge people who have had ‘exposure to seek additional information, quit smoking, and get ical checkups and prompt treatment for respiratory illnei x Bie hope you will join with us in increasing understanding among your R friends and subscribers of the health hazards of asbestos dust ex~ “+posure, and what can be done. You can do this by publishing the enclosed information and ads, by placing posters in your offic Seeting roons and other public places. Please distribute the ‘on asbestos exposure end quitting smoking to your members. form for these materials is on the reverse side of this ve Lives. Pour participation could ~ wh Julius B. Richmond, M,D, Surgeon General - Assistant Secretary for Health B.8. We'd appreciate hearing from you. Please send tear sheets showing us how you have used our materials, or write and tell us about your efforts. ""GEE THE FORM ON THE BACK OF THIS LETTER TO ORDER FREE LITERATURE.",0
ST PES “yyeay] INO{ 01 SySIY snouag saonpay Ajealg MON Gurjows Gunn ‘ONINYVM S/1VH3NI9 NOIDUNS,4
"THURSDAY MORNING, Pornography Panel Majority Urges End to Censorship Laws for Adults WASIENGTON (AP) — A. sharply divided» Prosidentiat Commission ""on Pornography asgea yesterday. thar cen ites pertaining to adaltoniensed sraterat be epealed. Ie ericaed sueh aus as tnetiecsive, unaerated, after ‘wrongfully enfoveed and Unsupported Dy mast Ameriears Ue recommended sate lawe against public tipsy ne. betene. pictures oe their sale ta) hildcee. bot ""ne. similar han’ on. weitsn’Trattes. And it used snase ""tex edeation a Aecicans, can franety anit openly ‘deal. with, senust atlers on an inforsed bess. The commission believes that there fs no. warrant. for, cominued gover meniat ‘nterfareace"" ald the comme sion’s Weetercher majorly. “slth the fait freedom af adults 10 read, obtaly for view watever material they wish The 18sember commission was named in 19st be President. tyndon donne sou al the direction of Conzress ‘The White Howse hye beon a pairs to rote that the cortmission. was, aol ap painted by Drecident Nixon and has, tn Fifect, duiatoned the. panels. feng fn advance. This segzests that fem, Ae any, of Rs Tecerhmendations will” be Subiaited ""as adteinisteaion spaaso¢ed fegisation, ‘Report Called Sut Magna Carta? ‘The commission majorite, led by Chair san William B. Lockhart sad ""he spirit and letter of sue Comstitutina” peanint everamensal,imlestovence unos. ther fea elear threat of barm. Extensive Snvetigation, the majorite agses, hae pprodted ne switenre either theta ES Senifican cause of teu eimee or Gecianey or that Wt coeeupte tho atone Sora cic Bit three dissenting snmnisioness accused tie major of ceeoruner tng oval greta) aed bok 2g repne Exton ofthe poraesearny Susiness, ""Phe ssetors inet tars Me aly appoinoe, Chasis i Re S34 the purpess of anticksoent Eto protect publi, not indi dual mera fy afe.gever wat based on what ey atid the mmposiste tak of proving pe elisharsal eects “The comission’ mafority they assed, sa Magna Carta Bornomapher” ‘Realry and his fellow dissenters, the Ret. Soitan A Hill of New ere’ Cay Bed Winfoy “Cy Lin ‘a? Weroits ‘Tenn, recon mended federal ve Sinut\gorous ste Depetesent prose report” £ OCTOBER 1, 1970_ Ingorting, shouing or selUng.poent i cant to dull * ! sad Sat Laws against padi die lazing of siling” cere ‘pictues to Elden “chloe attempt to tae ‘tten” material peause Sletten Prone tor chulcen coon he Ered words to olive te Alaplat aanet he tehosd : Te thse asked’ rejecion of Sense mesive neu the CS Saprenr Chath Remeron meg het fourts-ahouM nat"" be restiteh : Breau octane myn Of tivent iaaret stemgc® adh oe “The major said theve is om reason - te sponte that ean pormarane wi Reeth Tater US. mut cee Shieh Toe Fewtal devices, baad ove tims and phate feleae an etimaten $5 milion te S00 aillin. yea. 1 sid endence ‘he foncusie whether orsaiied ems {ntvated the indus Me ‘ullon of offenders and state film censor. Ship boards arose the cours, Tocknait sad al a news’ copfecence that there ck be! some: incre ip ornoscaphy trai if laws weee fepeated Esti voutt ve shoves me ""Aslin Denar he said, “that wil sot be Tastiog In the tong’ fut sy ‘eceeases Thar ha been he tlecd tn Denmark, Pm esti KeMtig said epeal wit Tend to an American, “Nosiely pacan sect fan bases” Boke ie decd, the report, wil ateety he ignored Rersuse of that Be calle the common sence af Aneieans an especilly eonsresron, “The “dissenters aceased’ Lockhart of ‘ecting thereon fo ihe vies at the Amriean Cit Liberties Union, a€ hich heis a member Upeenaresld he alaaye Sos abnarect wiih the ACL panian on obscesi ""Tae majority recommended repeal of some 114 feittal and ate last apse Institute Replies Nader Charges on Tobacco Called ‘Categorically False?” WASHINGTON (AP:—Ahe tabarco ry spavesman arcuced Raloh Naser Heetcay nf making sspectfelly aaH eatezorcaile siatrmerts abot manutectacévs whether they used sven etives, : Insteal, Kovnesne ss. Rader and tha soci ""hat syend 9 bisher yale |S alleged hive in ison Bubliity then on inating ets ""ssh Horace Rernezas, president of fue Substances Sisk be 2s nat osm as Tekan tata ial Nader, coe SOR gNEeT i aac : simer aivneste, Shan alton timgelf to el become 9 bats tp the femeive Misandan UGeties of the anf czavete tay Kornezay made Mis statement in 4 let ter ty Stuns W. Furkpatrck. ehsitan Thant Asks Information On 17 Missing Newsmen ” ibs Beaat ""Teage Conicon: Naver : silegrions wece contained ina Teller | UNITAD NATIONS, NY, (AP) — OD io Rispatsite ard mal utile Sunday. Tan aonnied B+ {ier necomnnlst 9fotat vet ora te S - an,ot Oe heel hearts of ining OF TY Western nesouen wel nieae a -S substances such 2s gi:38 and ceramic QL U7 We aS fibers, asbestos andr Heid ire in casas Phe Rorengay told Wirkprriet that neionoe ates nov his asseeitresinelosing. he Ameviean Cancer Seciely, had asked SOF BUS ein the interorto€ the sted com unity that press covresporéents bea 2, love? to pert ray ‘oirivutton ta 8 ‘ot the niin, ef tedm ori foSmation?"" Tio! at g",9
"R.J. Reynolds Tobacco USA W NC. 27102 INTEROFFICE CORRESPONDENCE September 18, 1987 TO: Kent Wold FROM: Mike Curry SUBJECT: Oregon Smoking Restrictions Referendum Action Plan This recommends a plan for RURT and the tobacco industry to oppose the Oregon referendum that would ban smoking in virtually all indoor public places. Objective Convince a majority of Oregon’s voters to reject the referendum in the November 8, 1988 general election. Goals 1, Develop a theme that this referendum is excessive. 2. Target the message to the majority of non-smokers who support fairness and will play a major role in deciding the issue, 3. Provide an umbrella of a common theme and well-reasoned tone for all traditional allies to achieve the objective in a responsible manner. 4, Convince smokers of the importance to register, vote, and responsibly oppose the referendun. 5. Consider the opportunity to develop and promote a reasonable alternative referendun proposal that recognizes the wants of both smokers and non-smokers. S206 1990S",0
"Bering, Mark iu 03, 1999352 9 THE INFORMATION CONTAINED IN THIS COMMUNICATION IS PRIVILEGED AND CONFIDENTIAL AND INTENDED ONLY FOR THE USE OF THE ADORESSEE. IF YOU RECEIVED THIS COMMUNICATION IN ERROR, PLEASE NOTIFY US IMMEDIATELY BY TELEPHONE AT 212-880-3134 Davia: Following up on our earlier discussion about this, 'm attaching for your consideration a fst cut at a piece: ‘designed to point out hat CFTFK and ther friends cloak tremecivee in tho kids igsuo in oréor lo clandostinly pursue a prohibilionist agenda. ve not shared it with anyone else in WRA yet; let me know ifyou think this is worth pursuing and ideas to improve, and'if you lke perhaps we can discuss how to move It ‘orward. Mark <<File: Tobacco-Free Adults doc>> V6LSLOTHIOT",2
"November 13, 2001 Please see the attached letter received November 7, 2001 bee: Geoffrey K. Beach, Esquire (Via Facsimile 202-626-1700) Robert C. Weber, Esquire (Via Facsimile 216-579-0212) ‘Thomas J. Rucker/Michael J. Madigan/Gerri A. Bowen Daniel W. Donahue/Thomas F. McKim Mr. Stephen R, Strasburg. Ms. Maura T. Payne Mr. Tommy J. Payne Mr, Gene Ainsworth, Jr. Mr. Richard M. Sanders 20% Of9zo",0
"0 Biforgsoqooy ‘E36 soy aaj BOS wo ey age 6 ULB fop OKs LAY ADEM OG AHH oS ssmog eq sod NOK ppg pS Do ag KA UL yea m9, oO a aE as eta eqosuaadd ogee sigs, yo 0 wea noi 5) 3p Bese ‘ape snap WAP Me SANTO mega BARI sume 2063352188 venseyampeco sm ei es 8s giomy Kon Key xSze slogaIy AoeuEN MT02 POOR pEIUS fe SET spBoucsy} ne 4—99 soz Slogomy, ABE H—9L Slog ouEdeH| serson cooeqn SSeiOUs Be6N) ‘ah e PYOUR ata aH wert Subjeng ""nm seer spOw0Rg OMIA SETS siogy, conum NBEE Bay ADO Tenpard cose Av pas (e988) suamto wpaynug stonpnd asa sees psn any Kan 900 OU 290, swoon eos yo Sdna8 snags a Smoys fans 561 24 souenrg ou, rn, a ee Luoese SoS. yop ou Simp 44 mg, ‘res ‘an ssp paar wend ae STIPAMN Ae PASANALAOKD wo pw SANE aN HBA AEE ‘uRg'u¢,se58ToMwS pak ag supe yA. Aoowe weed x pny fe owas Same -oqued oA eee joungeANT snsiojneapadeefeomied sea ow ose sta SunOS apexes» aL BstuaApe w snitS DUNS ela ‘sane paul aes 1 iffeog canons, wh aden, ‘poan ene Baoon er onspes Hapa “KnaNp co>eGO ash JO oat Hou Ye AgeRaD asBK Se} vo Ssvad a  poe— yoni poo ak ooNGE Jo Ia auMS  fasIeNA mad an. ‘om souoe  psudes a ag pom pe oq A J EN we ED wOMeSaL o edes dye sey en Dove uycoppaG) vou Sips ea oEESAoN eg Russ add sanju oT Spereanseysanousiqeat sug © Huoae isa sea as Oomq—L “OD ste. aN AEPEAPE A UO tooge Bana og wD sete SER wed a $y“ ley ee 00 8 — Bus “iepaaaa set enang, Beem Jato woe hq pan) ""a pep sued as dona AWB] aq sey oN =weSD &— seq mudine of aw suuimy cO3e9H 240 eNO! waa, soy, ""Pal stouaud aq) eR “FR 0 ‘epmmpas peye 91 se su pe ‘Stogie pauersun we pauaiar Sal ARK | paca Sia am 4. 4 sts ssgae “gam yd an ot peu 0 1 89pm aga possum spud eg en pe a eS 1 ov ens 24 SU a 4 urns. Aierade som ours eg anpa stp pea oma NENA pom pac, og ia uous pital apm au so oa coo soreus TATLRUVCR Rae cs am ae ss, ep oe sep “sian. poet “sigue Bani SNAP PURSD unos ase ep aa sm coweaL He aon spe oy ip ao, year cy es en aq)» SEN a ag ng wea pe oUEEM ae fo esa “kod pe pe tw WS Share a mea MoE saa gat ap sod net “AAISMPU 009040} 24 ewe aes ‘ae amepa xa roe 49 P9Y00]s200 JaSUO] wun! Suna Soxpas woos oa cap sae 9 ‘Bice fe pn eh po roman OU ALD SYINOK YOO] ssw Bows “ust ‘dom oxen wnsop Ss 0poe (eq conang = corong pees guy anay eS yen Aan a A toy SRIEBD pays SHDN NES 8H. eH HER IP HDI TH ""sl oT Spe EIQ Fak oT a ‘sou ah ap eH, ‘hom puyest ween @Agfeot ENS af wo ax «pou ‘ony do‘soazep pours snopas oa sea pass PES aK a} pow ade a jm > pen wow aOR wo aseas at TE SIG amu SUNLDUVAUTY “st ey meod ge mosjoseaa A10}¢ ssaoang b sapouy syonjg Sunox Aq Suryows ui asiy War PIV RVI TWNOWLWN SHRIL WOK MN HLL 7 Vv",9
